school_id,region,division,n_test_takers,filipino_mps,math_mps,english_mps,science_mps,araling_panlipunan_mps,overall_mps
100066,Region I,Ilocos Norte,10,74.81481481481481,71.15384615384616,74.81481481481481,69.99999999999999,85.18518518518519,75.22388059701493
100120,Region I,Ilocos Norte,8,67.5925925925926,42.78846153846154,59.25925925925926,53.24074074074074,75.92592592592592,59.88805970149254
400011,Region I,Ilocos Norte,2,51.851851851851855,73.07692307692308,68.51851851851852,50.0,53.7037037037037,59.32835820895522
100130,Region I,Ilocos Norte,13,75.78347578347578,69.82248520710058,75.78347578347578,65.24216524216524,76.63817663817665,72.67508610792193
100112,Region I,Ilocos Norte,12,70.06172839506173,74.35897435897435,72.22222222222223,63.58024691358025,76.85185185185185,71.39303482587066
150017,Region I,Ilocos Norte,4,75.0,75.96153846153847,89.81481481481481,54.629629629629626,52.77777777777778,69.58955223880596
100121,Region I,Ilocos Norte,10,64.44444444444444,53.07692307692308,71.48148148148148,62.59259259259258,68.51851851851852,64.1044776119403
100131,Region I,Ilocos Norte,4,63.888888888888886,62.5,77.77777777777777,68.51851851851852,75.92592592592592,69.77611940298507
100122,Region I,Ilocos Norte,6,83.95061728395063,85.25641025641026,82.71604938271604,63.58024691358025,81.48148148148148,79.35323383084577
100029,Region I,Ilocos Norte,10,85.18518518518519,86.15384615384616,80.74074074074075,77.4074074074074,87.77777777777777,83.43283582089552
100004,Region I,Ilocos Norte,2,83.33333333333333,78.84615384615384,79.62962962962963,66.66666666666667,68.51851851851852,75.3731343283582
100263,Region I,Ilocos Norte,4,78.70370370370371,91.34615384615384,82.4074074074074,73.14814814814815,84.25925925925925,81.90298507462687
100132,Region I,Ilocos Norte,8,88.42592592592592,90.3846153846154,88.88888888888889,77.77777777777777,93.98148148148148,87.8731343283582
400003,Region I,Ilocos Norte,2,59.25925925925926,50.0,44.44444444444444,50.0,50.0,50.74626865671642
100067,Region I,Ilocos Norte,7,67.72486772486772,45.604395604395606,51.32275132275132,27.513227513227516,41.79894179894181,46.801705756929636
100030,Region I,Ilocos Norte,4,96.29629629629628,100.0,76.85185185185185,85.18518518518519,85.18518518518519,88.61940298507463
100068,Region I,Ilocos Norte,9,72.8395061728395,67.94871794871796,73.66255144032922,67.48971193415638,79.83539094650206,72.38805970149254
